 30000.00       0.000000       0.000000       0.000000       0.000000
 30006.00       0.000000       0.000000       0.000000       0.000000
 30012.00       0.000000       0.000000       0.000000       0.000000
 30018.00       0.000000       0.000000       0.000000       0.000000
 30024.00       0.000000       0.000000       0.000000       0.000000
 30030.01       0.000000       0.000000       0.000000       0.000000
 30036.01       0.000000       0.000000       0.000000       0.000000
 30042.01       0.000000       0.000000       0.000000       0.000000
 30048.01       0.000000       0.000000       0.000000       0.000000
 30054.01       0.000000       0.000000       0.000000       0.000000
 30060.01       0.000000       0.000000       0.000000       0.000000
 30066.01       0.000000       0.000000       0.000000       0.000000
 30072.01       0.000000       0.000000       0.000000       0.000000
 30078.02       0.000000       0.000000       0.000000       0.000000
 30084.02       0.000000       0.000000       0.000000       0.000000
 30090.02       0.000000       0.000000       0.000000       0.000000
 30096.02       0.000000       0.000000       0.000000       0.000000
 30102.02       0.000000       0.000000       0.000000       0.000000
 30108.02       0.000000       0.000000       0.000000       0.000000
 30114.02       0.000000       0.000000       0.000000       0.000000
 30120.02       0.000000       0.000000       0.000000       0.000000
 30126.03       0.000000       0.000000       0.000000       0.000000
 30132.03       0.000000       0.000000       0.000000       0.000000
 30138.03       0.000000       0.000000       0.000000       0.000000
 30144.03       0.000000       0.000000       0.000000       0.000000
 30150.03       0.000000       0.000000       0.000000       0.000000
 30156.03       0.000000       0.000000       0.000000       0.000000
 30162.03       0.000000       0.000000       0.000000       0.000000
 30168.03       0.000000       0.000000       0.000000       0.000000
 30174.03       0.000000       0.000000       0.000000       0.000000
 30180.04       0.000000       0.000000       0.000000       0.000000
 30186.04       0.000000       0.000000       0.000000       0.000000
 30192.04       0.000000       0.000000       0.000000       0.000000
 30198.04       0.000000       0.000000       0.000000       0.000000
 30204.04       0.000000       0.000000       0.000000       0.000000
 30210.04       0.000000       0.000000       0.000000       0.000000
 30216.04       0.000000       0.000000       0.000000       0.000000
 30222.04       0.000000       0.000000       0.000000       0.000000
 30228.05       0.000000       0.000000       0.000000       0.000000
 30234.05       0.000000       0.000000       0.000000       0.000000
 30240.05       0.000000       0.000000       0.000000       0.000000
 30246.05       0.000000       0.000000       0.000000       0.000000
 30252.05       0.000000       0.000000       0.000000       0.000000
 30258.05       0.000000       0.000000       0.000000       0.000000
 30264.05       0.000000       0.000000       0.000000       0.000000
 30270.05       0.000000       0.000000       0.000000       0.000000
 30276.06       0.000000       0.000000       0.000000       0.000000
 30282.06       0.000000       0.000000       0.000000       0.000000
 30288.06       0.000000       0.000000       0.000000       0.000000
 30294.06       0.000000       0.000000       0.000000       0.000000
 30300.06       0.000000       0.000000       0.000000       0.000000
 30306.06       0.000000       0.000000       0.000000       0.000000
 30312.06       0.000000       0.000000       0.000000       0.000000
 30318.06       0.000000       0.000000       0.000000       0.000000
 30324.06       0.000000       0.000000       0.000000       0.000000
 30330.07       0.000000       0.000000       0.000000       0.000000
 30336.07       0.000000       0.000000       0.000000       0.000000
 30342.07       0.000000       0.000000       0.000000       0.000000
 30348.07       0.000000       0.000000       0.000000       0.000000
 30354.07       0.000000       0.000000       0.000000       0.000000
 30360.07       0.000000       0.000000       0.000000       0.000000
 30366.07       0.000000       0.000000       0.000000       0.000000
 30372.07       0.000000       0.000000       0.000000       0.000000
 30378.08       0.000000       0.000000       0.000000       0.000000
 30384.08       0.000000       0.000000       0.000000       0.000000
 30390.08       0.000000       0.000000       0.000000       0.000000
 30396.08       0.000000       0.000000       0.000000       0.000000
